"Identification code",Name,"Members FTE","Lobbying cost","Interest represented","Head office","EU office","EP passes on 2025-03-07","all EP passes",Meetings,"Lobbyfacts URL"
803474019064-64,"Eixo Atlantico do Noroeste Peninsular",3.75,0,"Does not represent commercial interests",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/eixo-atlantico-do-noroeste-peninsular?rid=803474019064-64
803836850082-42,"Fondazione LIA",0.5,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/fondazione-lia?rid=803836850082-42
803889421698-25,"FORUM DROGHE",0.85,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/forum-droghe?rid=803889421698-25
804025450599-66,"Asociația Freedom and Respect for Every Earthling (F.R.E.E.)",0.4,0,"Does not represent commercial interests",ROMANIA,ROMANIA,,,,https://www.lobbyfacts.eu/datacard/asociația-freedom-and-respect-for-every-earthling-free?rid=804025450599-66
804038916027-32,"Sociedade Portuguesa para o Estudo das Aves",1.25,0,"Does not represent commercial interests",PORTUGAL,PORTUGAL,,,1,https://www.lobbyfacts.eu/datacard/sociedade-portuguesa-para-o-estudo-das-aves?rid=804038916027-32
804745994834-47,"Appeals Centre Europe",1.2,0,"Promotes their own interests or the collective interests of their members",IRELAND,IRELAND,,,1,https://www.lobbyfacts.eu/datacard/appeals-centre-europe?rid=804745994834-47
804883820905-92,"Conference of European National Librarians",0.1,0,"Does not represent commercial interests",GERMANY,GERMANY,,,2,https://www.lobbyfacts.eu/datacard/conference-of-european-national-librarians?rid=804883820905-92
805149449845-67,"Fundacion Euroamerica",1,0,"Does not represent commercial interests",SPAIN,SPAIN,,,1,https://www.lobbyfacts.eu/datacard/fundacion-euroamerica?rid=805149449845-67
805435749963-52,"Coworking Eichsfeld e.V.",1,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/coworking-eichsfeld-ev?rid=805435749963-52
805637038375-01,"Electronic Frontier Foundation",2,0,"Does not represent commercial interests","UNITED STATES","UNITED STATES",2,2,6,https://www.lobbyfacts.eu/datacard/electronic-frontier-foundation?rid=805637038375-01
805807639961-79,"Organisation Intersex International Europe e.V.",4.5,0,"Does not represent commercial interests",GERMANY,GERMANY,,3,2,https://www.lobbyfacts.eu/datacard/organisation-intersex-international-europe-ev?rid=805807639961-79
806205726728-39,"Radboud University",1.5,0,"Does not represent commercial interests",NETHERLANDS,NETHERLANDS,,,,https://www.lobbyfacts.eu/datacard/radboud-university?rid=806205726728-39
806672050986-56,"WE WORLD – G.V.C. Organizzazione Non  lucrativa di Utilità Sociale",2,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/we-world-–-gvc-organizzazione-non--lucrativa-di-utilità-sociale?rid=806672050986-56
807004837808-45,"European Expertise and Expert Institute",0.75,0,"Does not represent commercial interests",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/european-expertise-and-expert-institute?rid=807004837808-45
807154029069-26,"Media Development Center",0.25,0,"Does not represent commercial interests",BULGARIA,BULGARIA,,,,https://www.lobbyfacts.eu/datacard/media-development-center?rid=807154029069-26
807840314371-39,"Open Dialogue Foundation",4.6,0,"Does not represent commercial interests",POLAND,BELGIUM,6,72,2,https://www.lobbyfacts.eu/datacard/open-dialogue-foundation?rid=807840314371-39
808043113459-74,"European Forum for Agricultural and Rural Advisory Services",1.75,0,"Does not represent commercial interests",LATVIA,LATVIA,,,1,https://www.lobbyfacts.eu/datacard/european-forum-for-agricultural-and-rural-advisory-services?rid=808043113459-74
808186295646-76,"Border Forensics",0.1,0,"Does not represent commercial interests",SWITZERLAND,SWITZERLAND,,,,https://www.lobbyfacts.eu/datacard/border-forensics?rid=808186295646-76
808522422448-07,"Deutsche Agrarforschungsallianz",0.1,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/deutsche-agrarforschungsallianz?rid=808522422448-07
808714914195-07,"Coalition Clean Baltic",3.5,0,"Does not represent commercial interests",SWEDEN,SWEDEN,,3,3,https://www.lobbyfacts.eu/datacard/coalition-clean-baltic?rid=808714914195-07
809528645481-86,"International Longevity Centre UK",11,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/international-longevity-centre-uk?rid=809528645481-86
809550452116-07,"Sdružení vlastníků obecních, soukromých a církevních lesů v ČR (zkr. SVOL)",0.3,0,"Does not represent commercial interests","CZECH REPUBLIC","CZECH REPUBLIC",,,,https://www.lobbyfacts.eu/datacard/sdružení-vlastníků-obecních-soukromých-a-církevních-lesů-v-čr-zkr-svol?rid=809550452116-07
809657496432-73,"Digitrader Sp. z o.o.",0.75,0,"Promotes their own interests or the collective interests of their members",POLAND,POLAND,,,,https://www.lobbyfacts.eu/datacard/digitrader-sp-z-oo?rid=809657496432-73
809667829862-27,"Consorzio per la Ricerca e la Dimostrazione sulle Energie Rinnovabili",7.5,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/consorzio-per-la-ricerca-e-la-dimostrazione-sulle-energie-rinnovabili?rid=809667829862-27
809890335476-95,"Federation for European Storytelling",1,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/federation-for-european-storytelling?rid=809890335476-95
810100650765-18,"United Voice Artists",0.2,0,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/united-voice-artists?rid=810100650765-18
810172132680-93,"Institut d'études politiques de Paris (Sciences Po)",0.75,0,"Does not represent commercial interests",FRANCE,FRANCE,,,7,https://www.lobbyfacts.eu/datacard/institut-détudes-politiques-de-paris-sciences-po?rid=810172132680-93
810206551176-16,UNESSA,4.5,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/unessa?rid=810206551176-16
81031887403-27,"Kangaroo Group",1.5,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,2,8,https://www.lobbyfacts.eu/datacard/kangaroo-group?rid=81031887403-27
810802950699-45,"INSTITUTUL PENTRU CERCETĂRI ÎN ECONOMIE CIRCULARĂ ŞI MEDIU „ERNEST LUPAN”",6.9,0,"Does not represent commercial interests",ROMANIA,ROMANIA,,,,https://www.lobbyfacts.eu/datacard/institutul-pentru-cercetări-în-economie-circulară-şi-mediu-„ernest-lupan”?rid=810802950699-45
811020151478-05,"Spoločnosť ochrany spotrebiteľov (S.O.S.)",6.2,0,"Does not represent commercial interests",SLOVAKIA,SLOVAKIA,,,,https://www.lobbyfacts.eu/datacard/spoločnosť-ochrany-spotrebiteľov-sos?rid=811020151478-05
811075795776-92,"OSTEOARTHRITIS FOUNDATION INTERNATIONAL",1,0,"Does not represent commercial interests",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/osteoarthritis-foundation-international?rid=811075795776-92
81122172998-09,"European University Association",8.75,0,"Does not represent commercial interests",BELGIUM,BELGIUM,5,35,26,https://www.lobbyfacts.eu/datacard/european-university-association?rid=81122172998-09
811357945478-09,"Fundamental Rights European Experts Group",2,0,"Does not represent commercial interests",BELGIUM,BELGIUM,1,3,,https://www.lobbyfacts.eu/datacard/fundamental-rights-european-experts-group?rid=811357945478-09
811363624510-06,"Rat für Informationsinfrastrukturen",0.5,0,"Does not represent commercial interests",GERMANY,GERMANY,,,2,https://www.lobbyfacts.eu/datacard/rat-für-informationsinfrastrukturen?rid=811363624510-06
81142561702-61,"Conseil des Communes et Régions d'Europe",11.25,0,"Does not represent commercial interests",BELGIUM,BELGIUM,14,86,17,https://www.lobbyfacts.eu/datacard/conseil-des-communes-et-régions-deurope?rid=81142561702-61
811911695170-13,"United for Climate Justice",0.2,0,"Does not represent commercial interests",NETHERLANDS,NETHERLANDS,,,,https://www.lobbyfacts.eu/datacard/united-for-climate-justice?rid=811911695170-13
812201615063-80,"Deutsches Forschungszentrum für Künstliche Intelligenz DFKI GmbH",2.5,0,"Does not represent commercial interests",GERMANY,GERMANY,,,1,https://www.lobbyfacts.eu/datacard/deutsches-forschungszentrum-für-künstliche-intelligenz-dfki-gmbh?rid=812201615063-80
812454195647-56,"University of Saskatchewan",0.9,0,"Does not represent commercial interests",CANADA,CANADA,,,1,https://www.lobbyfacts.eu/datacard/university-of-saskatchewan?rid=812454195647-56
812638846959-08,"The Union of European Academies for Sciences applied to Agriculture, Food and Nature (UEAA)",1,0,"Does not represent commercial interests",SLOVAKIA,FRANCE,,,,https://www.lobbyfacts.eu/datacard/the-union-of-european-academies-for-sciences-applied-to-agriculture-food-and-nature-ueaa?rid=812638846959-08
812671994485-45,"Associació Irídia Centre per la Defensa dels Drets Humans",0.3,0,"Does not represent commercial interests",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/associació-irídia-centre-per-la-defensa-dels-drets-humans?rid=812671994485-45
812918592258-25,"Public.Resource.Org, Inc.",0.1,0,"Does not represent commercial interests","UNITED STATES","UNITED STATES",,,,https://www.lobbyfacts.eu/datacard/publicresourceorg-inc?rid=812918592258-25
812950825975-89,"Maendeleo for Children APS ETS",2,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/maendeleo-for-children-aps-ets?rid=812950825975-89
813032892861-90,"Collectif Contre l'Islamophobie en Europe",2.5,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/collectif-contre-lislamophobie-en-europe?rid=813032892861-90
813293092197-46,"Comité Europeo del Safari Club International",0.1,0,"Does not represent commercial interests",SPAIN,SPAIN,3,6,,https://www.lobbyfacts.eu/datacard/comité-europeo-del-safari-club-international?rid=813293092197-46
813660753175-04,"TEAL Mobility",0.25,0,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/teal-mobility?rid=813660753175-04
813803050373-84,"Algorithm Audit",2.5,0,"Does not represent commercial interests",NETHERLANDS,NETHERLANDS,,,,https://www.lobbyfacts.eu/datacard/algorithm-audit?rid=813803050373-84
813853137513-33,"Scheherazade Foundation",1.5,0,"Does not represent commercial interests",ROMANIA,ROMANIA,,2,,https://www.lobbyfacts.eu/datacard/scheherazade-foundation?rid=813853137513-33
814004995675-67,"Health Industry Business Communications Council",0.2,0,"Does not represent commercial interests","UNITED STATES","UNITED STATES",,,,https://www.lobbyfacts.eu/datacard/health-industry-business-communications-council?rid=814004995675-67
815039026486-17,"Udruga za zaštitu prava potrošača ""Splitski potrošač"" - Split",1.5,0,"Does not represent commercial interests",CROATIA,CROATIA,,,,https://www.lobbyfacts.eu/datacard/udruga-za-zaštitu-prava-potrošača-splitski-potrošač---split?rid=815039026486-17
815211615744-03,"Think Tank EUROPA",16,0,"Does not represent commercial interests",DENMARK,DENMARK,,1,12,https://www.lobbyfacts.eu/datacard/think-tank-europa?rid=815211615744-03
81521419980-55,"La Collina dei Conigli ODV",0.25,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/la-collina-dei-conigli-odv?rid=81521419980-55
815224016091-96,"Democratization Policy Council",2,0,"Does not represent commercial interests",GERMANY,GERMANY,1,1,2,https://www.lobbyfacts.eu/datacard/democratization-policy-council?rid=815224016091-96
815408050645-90,"Imperial College of Science Technology and Medicine",0.5,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",,,3,https://www.lobbyfacts.eu/datacard/imperial-college-of-science-technology-and-medicine?rid=815408050645-90
815438326169-34,"European Forum for Animal Welfare Councils",0.25,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/european-forum-for-animal-welfare-councils?rid=815438326169-34
815464491620-31,"New Economics Foundation",1.75,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/new-economics-foundation?rid=815464491620-31
816327051210-86,"Bodø2024 IKS",0.2,0,"Does not represent commercial interests",NORWAY,NORWAY,,,,https://www.lobbyfacts.eu/datacard/bodø2024-iks?rid=816327051210-86
816374013997-80,"European Accounting Association",0.25,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/european-accounting-association?rid=816374013997-80
81643548590-64,"Aqua Publica Europea",2,0,"Does not represent commercial interests",BELGIUM,BELGIUM,3,29,4,https://www.lobbyfacts.eu/datacard/aqua-publica-europea?rid=81643548590-64
817062151898-71,"ΕΥΡΩΠΑΙΚΟ ΚΕΝΤΡΟ ΕΡΕΥΝΩΝ ΚΑΙ ΑΝΑΠΤΥΞΗΣ",2.25,0,"Does not represent commercial interests",GREECE,GREECE,,,,https://www.lobbyfacts.eu/datacard/ευρωπαικο-κεντρο-ερευνων-και-αναπτυξης?rid=817062151898-71
817177491513-04,"Federazione Italiana Pubblici Esercizi",1,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/federazione-italiana-pubblici-esercizi?rid=817177491513-04
817232493753-52,"L.E.S. FRANCE",1,0,"Does not represent commercial interests",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/les-france?rid=817232493753-52
817535514065-10,"Environmental Justice Foundation",9.5,0,"Does not represent commercial interests","UNITED KINGDOM",GERMANY,8,35,16,https://www.lobbyfacts.eu/datacard/environmental-justice-foundation?rid=817535514065-10
818165941069-15,"VAS-European Independent Foundation in Angiology/Vascular Medicine",3.25,0,"Does not represent commercial interests",ITALY,ITALY,,,1,https://www.lobbyfacts.eu/datacard/vas-european-independent-foundation-in-angiology-vascular-medicine?rid=818165941069-15
818463651364-29,"Impact Economy Foundation",0.75,0,"Does not represent commercial interests",NETHERLANDS,NETHERLANDS,,,,https://www.lobbyfacts.eu/datacard/impact-economy-foundation?rid=818463651364-29
81849786507-65,"Association Justice & Environment, z.s.",1.25,0,"Does not represent commercial interests","CZECH REPUBLIC",HUNGARY,,,,https://www.lobbyfacts.eu/datacard/association-justice--environment-zs?rid=81849786507-65
818557495890-41,"Suojellaan Lapsia, Protect Children ry",0.7,0,"Does not represent commercial interests",FINLAND,FINLAND,,,,https://www.lobbyfacts.eu/datacard/suojellaan-lapsia-protect-children-ry?rid=818557495890-41
818678649796-04,"euCONSENT SBL",0.25,0,"Does not represent commercial interests",BELGIUM,"UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/euconsent-sbl?rid=818678649796-04
818743027357-60,"Stiftung Hilfswerk der Evangelisch-reformierten Kirche Schweiz (HEKS)",1,0,"Does not represent commercial interests",SWITZERLAND,SWITZERLAND,,,,https://www.lobbyfacts.eu/datacard/stiftung-hilfswerk-der-evangelisch-reformierten-kirche-schweiz-heks?rid=818743027357-60
819402394989-92,"EURIMCO SOLUTIONS",2,0,"Advances interests of their clients",FRANCE,FRANCE,1,1,,https://www.lobbyfacts.eu/datacard/eurimco-solutions?rid=819402394989-92
819437191921-78,"Hypercube SA",0.55,0,"Promotes their own interests or the collective interests of their members",SWITZERLAND,SWITZERLAND,,,,https://www.lobbyfacts.eu/datacard/hypercube-sa?rid=819437191921-78
819735441372-85,"European Federation of Engineering Consultancy Associations",2.1,0,"Does not represent commercial interests",BELGIUM,BELGIUM,2,6,1,https://www.lobbyfacts.eu/datacard/european-federation-of-engineering-consultancy-associations?rid=819735441372-85
819738546617-94,"Health and Environment Justice Support",2.2,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/health-and-environment-justice-support?rid=819738546617-94
819776546614-46,"Knowmad Institut gemeinnützige UG (haftungsbeschränkt) Europäisches Institut für multidisziplinäre Studien zu Menschenrechten und Wissenschaften",1,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/knowmad-institut-gemeinnützige-ug-haftungsbeschränkt-europäisches-institut-für-multidisziplinäre-studien-zu-menschenrechten-und-wissenschaften?rid=819776546614-46
819831591699-07,"Climate Strategies",3.25,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/climate-strategies?rid=819831591699-07
